The lowest temperature ever measured is -37.8 ° C on January 15, 1957.	La temperatura más baxo enxamás midida ye de -37,8 °C el 15 de xineru de 1957.
In 1869 Lind erected a plaque in Mendelssohn's memory at his birthplace in Hamburg; in 1849 she had set up the Mendelssohn Scholarship Foundation, which makes an award to a British resident young composer every two years in Mendelssohn's memory.[44] The first winner of the scholarship (in 1856), was Arthur Sullivan, then aged 14.	En 1869 Lind alzó una placa en memoria de Mendelssohn nel so llugar de nacencia en Hamburgu; en 1849 estableciera la Mendelssohn Scholarship Foundation, qu'otorga un premiu de dos años a un nuevu compositor británicu en memoria de Mendelssohn.[31] El primer ganador d'esta beca, en 1856, foi Arthur Sullivan, que tenía 14 años d'edá.
9- Tzeltalia, genus segregated from Physalis, with 2 species distributed throughout Mexico and Guatemala.	Tzeltalia, xéneru segregáu de Physalis, con dos especies distribuyíes en México y Guatemala.
"Kiss Kiss", featuring and produced by T-Pain, was released as the second single.	«Kiss Kiss», con y producíu por T-Pain, foi llanzáu como segundu single.
Alberta is named after Princess Louise Caroline Alberta (1848–1939), the fourth daughter of Queen Victoria.	Alberta recibe'l so nome n'honor a la Princesa Lluisa Carolina Alberta (1848-1939), la cuarta fía de la Reina Victoria.
the Film Society of Lincoln Centre	Sociedá Cinematográfica del Lincoln Center en
In 1691, Lower Norfolk County was divided to form Norfolk County to the west and Princess Anne County to the east.	En 1691 el condáu del sur de Norfolk sodividiose en dos: el condáu de Norfolk y el de la Princesa Ana (Princess Anne County).
The professional attention the ONEO pays to each student is personalized and confidential, adapting to the needs of each case.	L'atención profesional qu'empresta la ONEO a cada estudiante ye personalizada y confidencial, afaciéndose a les necesidaes de cada casu
It assumed its existing name in 1969.	Recibió'l so nome actual en 1969.
After graduation from Boston Latin School in 1935, Bernstein attended Harvard University, where he studied music with Walter Piston, the author of many harmony and counterpoint textbooks, and was briefly associated with the Harvard Glee Club.	Dempués de graduase na Boston Latin School en 1935, Bernstein allegó a la Universidá de Harvard, onde estudió música con Walter Piston y acomuñóse de volao col club Harvard Glee.
The last crew assignment for Armstrong during the Gemini program was as backup Command Pilot for Gemini 11, announced two days after the landing of Gemini 8.	La última asignación de Armstrong nel programa Gemini foi como pilotu comandante de reserva de la Gemini 11, daqué que foi anunciáu dos díes depués del amerizaje de la Gemini 8.
Our fault, of course.	La culpa ye nuestra, claro.
the Gurdwara Siri Guru Singh Sabha	allugáu Gurdwara Siri Guru Singh Sabha
Monterrey is the capital of the Northeastern state, Nuevo Leon.	Monterrey ye la capital del estáu mexicanu de Nuevo León.
In 1946, she married journalist, politician and lawyer Francisco Sousa Tavares[1][2] (who she would later divorce in 1985) and became mother of five children: a university professor of letters, a journalist and writer (Miguel Sousa Tavares), a painter and ceramist and one more daughter who is an occupational therapist and inherited her mother's name.	Casó en 1946 col periodista, políticu y abogáu Francisco Sousa Tavares y foi madre de cinco fíos: una misionera laica, una profesora universitaria de lletres, un abogáu y periodista de renome (Miguel Sousa Tavares), un pintor y ceramista y una fía más qu'heredó'l nome de la madre.
After attending a couple of local schools, Gauguin was sent to the prestigious Catholic boarding school Petit Séminaire de La Chapelle-Saint-Mesmin.[18] He spent three years at the school.	Dempués d'atender a un par d'escueles locales, Gauguin foi unviáu al prestixosu internáu católicu Petit Séminaire de La Chapelle-Saint-Mesmin.[8] Pasó tres años nesa escuela.
the University of Málaga	pola Universidá de Málaga
But he soon obtained the living of Laracor, Agher, and Rathbeggan, and the prebend of Dunlavin in St. Patrick's Cathedral, Dublin.	Sía comoquier, fíxose cargu de les ilesies de Laracor, Agher y Rathbeggan y col prebendáu de Dunlavin, na catedral de St. Patrick en Dublín.
"%s": unknown disc image type	«%s»: triba d'imaxe de discu desconocíu
The International Criminal Court (“ICC”) is a permanent world court that has universal jurisdiction today to prosecute individuals accused of crimes against humanity, genocide, and crimes of war.	La Corte Penal Internacional (llamada n'ocasiones Tribunal Penal Internacional) ye un tribunal de xusticia internacional permanente que la so misión ye xulgar a les persones acusaes de cometer crímenes de xenocidiu, de guerra, d'agresión y de lesa humanidá.
In 52 BC Vercingetorix led a revolt against the Roman occupation but was defeated at the siege of Alesia and surrendered.	Nel 52 e.C, Vercinxetórix entamó una revuelta escontra la ocupación romana, pero cayó derrotáu nel asediu d'Alesia y entregóse.
The radial velocity of a star or other luminous distant objects can be measured accurately by taking a high-resolution spectrum and comparing the measured wavelengths of known spectral lines to wavelengths from laboratory measurements.	La velocidá radial d'una estrella o otros oxetos lluminosos pero distantes puen midise con precisión, tomando un altu resolvimientu del espectru y comparando les midíes de llonxitú d'onda de conocíes llinies espectrales con llonxitú d'onda a partir de midíes feches nun llaboratoriu.
the National September 11 Memorial Museum	National Muséu Memorial del 11 setiembre
In 1959, when she achieved a success with the Noël Coward comedy Look After Lulu!, a critic working for The Times described her as "beautiful, delectably cool and matter of fact, she is mistress of every situation".[105]	En 1959, tres el so ésitu cola comedia de Noël Coward Look After Lulu!, un críticu que trabayaba pa The Times describir como «formosa, deliciosamente fresca y ello ye que ye la dueña de toles situaciones».[100]
When Ben was 15, James founded The New-England Courant , which was the first truly independent newspaper in the colonies.	Cuando tenía 15 años, el so hermanu fundó'l New England Courant, consideráu como'l primer periódicu realmente independiente de les colonies britániques.
The cultural range of his music has expanded to the point where it includes not only the hits of the day, but also patriotic recitals, pure country gospel, and really dirty blues.	El rangu cultural de la so música amplióse hasta'l puntu onde inclúin non yá los ésitos del momentu, sinón tamién los recitales patrióticos, el Gospel y el Country puru, y el Blues realmente puercu...
Samples made by MBE were key to the discovery of the fractional quantum Hall effect for which the 1998 Nobel Prize in Physics	Les amueses feches pol MBE fueron claves pal descubrimientu del efectu Hall cuánticu fraccionariu pol cual el premiu Nobel en Física del añu 1998 foi otorgáu.
At the end of the war, Italy was garrisoned with an army of 16,000 men.[52] The recovery of Italy cost the empire about 300,000 pounds of gold.[43]	A la fin de la guerra, Italia quedaba asegurada con una guarnición de 16.000 homes,[47] teniendo la conquista un costu económicu averáu d'unes 300.000 llibres d'oru.[38]
Algiers lost from 30,000 to 50,000 inhabitants to the plague in 1620-21, and suffered high fatalities in 1654-57, 1665, 1691 and 1740-42.[35]	Asina, Arxel perdió de 30.000 a 50.000 habitantes na epidemia de 1620-21, y padeció tamién gran mortandá nes epidemies de 1654-57, 1665, 1691 y 1740-42[8].
The three things together.	Les trés coses xuntes.
In 1989, NBC premiered Saved by the Bell, which originated at the Disney Channel as Good Morning, Miss Bliss.	En 1989, la NBC estrenó Saved by the Bell, qu'anició nel Disney Channel como Good Morning, Miss Bliss.
The musical is a theatrical or cinematographic genre in which the action unfolds with sung and danced sections.	El musical ye un xéneru teatral o cinematográficu nel que l'acción desendolcar con secciones cantaes y baillaes.
Many technologies that descended from conventional solid-state silicon methods for fabricating microprocessors are now capable of creating features smaller than 100 nm, falling under the definition of nanotechnology.	Munches teunoloxíes que tracen el so orixe a los métodos d'estáu sólidu de siliciu pa fabricar microprocesadores agora son capaces de crear característiques más pequeñes que 100 nm, cayer na definición de nanoteunoloxía.
Victoria Dawn Justice was born on February 19, 1993, in Hollywood, Florida.	Victoria Dawn Justice nació'l 19 de febreru de 1993 en Hollywood, Florida.
The names of these units also live in the name of the bamboo flute shakuhachi (尺八), literally "shaku eight", which measures one shaku and eight sun, and the Japanese version of the Tom Thumb story, Issun Bōshi (一寸法師), literally "one sun boy", as well as in many Japanese proverbs.[citation needed]	Los nomes d'estes unidaes tamién apaecen na flauta de bambú shakuhachi (尺八), lliteralmente "shaku ocho", que mide 1 shaku y 8 sun de llargo, y na versión xaponesa del cuentu de Pulgarín, Issun Bōshi (一寸法師), lliteralmente "el rapazu d'un sun", amás d'en bien de proverbios xaponeses.
In the most substantial early source on him, a biography by the Genoese humanist Bartolomeo Facio (De viris illustribus), Jan van Eyck was named "the leading painter" of his day.	Na so fonte temprana más sustancial sobre él, una biografía del añu 1454 realizada pol humanista xenovés Bartolomeo Facio (De viris illustribus), Jan van Eyck foi llamáu «el pintor piqueru» de la so dómina.
Brian, Dennis and Carl were sons of Murry Wilson, a composer frustrated, and sometimes an abusive father.	Brian, Dennis y Carl yeren fíos de Murry Wilson, un compositor atayáu y n'ocasiones un padre abusivu.
Until the end of World War I , it was closely tied to Austria , but the economic devastation caused by that conflict forced Liechtenstein to conclude a customs and monetary union with Switzerland.	El destinu del pequenu país tuvo venceyáu al d'Austria hasta'l final de la Gran Guerra, pero la estroza económica d'esi país, derrotáu nel enfrentamientu, emburrió a Liechtenstein a establecer una xunión monetaria y aduanera con Suiza.
